date,pm2.5,temperature,pressure,humidity,wind_direction,wind_speed,aodfill,aod,weather
2017-02-04 07:00:00,281.0,7.5,1011.9,38,208.0,2.0,0.2801226966666667,0.0,Haze
2017-02-04 08:00:00,321.8333333333333,7.4,1011.7,38,251.0,2.1,0.2499420633333333,0.0,Haze
2017-02-04 09:00:00,336.0,6.2,1012.3,42,231.0,2.1,0.21976143,0.21976143,Haze
2017-02-04 10:00:00,324.1666666666667,4.3,1013.3,46,247.0,1.4,0.20872517,0.0,Haze
2017-02-04 11:00:00,308.5833333333333,2.8,1013.9,52,249.0,1.4,0.19768891,0.0,Haze
2017-02-04 12:00:00,161.91666666666666,1.4,1014.4,60,330.0,1.6,0.18665265,0.18665265,Haze
2017-02-04 13:00:00,32.25,1.1,1015.2,57,166.0,0.9,0.16254382333333334,0.0,Haze
2017-02-04 14:00:00,15.916666666666664,5.5,1015.6,28,348.0,3.6,0.13843499666666667,0.0,Haze
2017-02-04 15:00:00,12.083333333333336,5.6,1015.8,27,347.0,2.5,0.11432617,0.11432617,Sunny/clear
2017-02-04 16:00:00,12.0,5.3,1015.9,29,3.0,2.3,0.10033944666666668,0.0,Sunny/clear
2017-02-04 17:00:00,13.916666666666664,4.4,1016.0,32,327.0,1.5,0.08635272333333334,0.0,Sunny/clear
2017-02-04 18:00:00,18.666666666666668,0.1,1016.3,45,306.0,1.6,0.072366,0.072366,Sunny/clear
2017-02-04 19:00:00,19.5,-0.7,1016.8,50,313.0,1.4,0.07166872333333334,0.0,Sunny/clear
2017-02-04 20:00:00,18.33333333333333,0.1,1017.1,50,1.0,1.5,0.07097144666666666,0.0,Sunny/clear
2017-02-04 21:00:00,16.583333333333332,2.2,1017.5,39,357.0,1.6,0.07027417,0.07027417,Sunny/clear
2017-02-04 22:00:00,13.916666666666664,2.5,1017.4,33,28.0,2.2,0.07157234999999999,0.0,Sunny/clear
2017-02-04 23:00:00,12.333333333333336,2.1,1018.1,31,342.0,2.1,0.07287053,0.0,Sunny/clear
2017-02-05 00:00:00,9.166666666666666,1.4,1019.0,31,18.0,1.2,0.07416871,0.07416871,Sunny/clear
2017-02-05 01:00:00,7.75,3.9,1019.4,23,349.0,2.4,0.07795115333333333,0.0,Sunny/clear
2017-02-05 02:00:00,7.083333333333332,5.3,1019.4,20,339.0,3.6,0.08173359666666667,0.0,Rain
2017-02-05 03:00:00,5.083333333333333,6.5,1019.2,18,347.0,2.7,0.08551604,0.08551604,Sunny/clear
2017-02-05 04:00:00,4.916666666666667,7.5,1018.7,16,342.0,3.3,0.08083449666666667,0.0,Rain
2017-02-05 05:00:00,5.916666666666668,8.0,1017.6,14,339.0,2.8,0.07615295333333333,0.0,Sunny/clear
2017-02-05 06:00:00,5.75,8.7,1016.7,13,9.0,3.1,0.07147141,0.07147141,Sunny/clear
2017-02-05 07:00:00,7.583333333333332,9.2,1016.6,13,352.0,3.8,0.08830693666666667,0.0,Sunny/clear
2017-02-05 08:00:00,11.916666666666664,8.8,1016.5,13,15.0,4.3,0.10514246333333334,0.0,Sunny/clear
2017-02-05 09:00:00,15.333333333333336,8.3,1017.3,14,17.0,2.4,0.12197799,0.12197799,Sunny/clear
2017-02-05 10:00:00,12.416666666666664,7.1,1018.6,16,43.0,2.3,0.13874036,0.0,Sunny/clear
2017-02-05 11:00:00,8.583333333333334,6.9,1019.6,15,9.0,3.0,0.15550273,0.0,Sunny/clear
2017-02-05 12:00:00,8.25,6.4,1020.6,16,23.0,3.7,0.1722651,0.1722651,Sunny/clear
2017-02-05 13:00:00,8.916666666666666,4.2,1021.4,20,73.0,2.1,0.16219144333333332,0.0,Sunny/clear
2017-02-05 14:00:00,10.333333333333334,2.3,1022.2,25,82.0,2.0,0.15211778666666667,0.0,Sunny/clear
2017-02-05 15:00:00,11.166666666666664,2.4,1022.6,25,45.0,2.6,0.14204413,0.14204413,Sunny/clear
2017-02-05 16:00:00,10.583333333333334,2.4,1023.5,25,50.0,2.9,0.15282772666666666,0.0,Sunny/clear
2017-02-05 17:00:00,8.75,1.6,1024.2,28,25.0,1.8,0.16361132333333336,0.0,Sunny/clear
2017-02-05 18:00:00,7.0,1.2,1024.6,29,39.0,3.3,0.17439492,0.17439492,Sunny/clear
2017-02-05 19:00:00,6.166666666666668,0.5,1026.3,30,32.0,2.5,0.16533252666666667,0.0,Sunny/clear
2017-02-05 20:00:00,4.333333333333333,0.0,1025.9,31,38.0,2.9,0.15627013333333334,0.0,Sunny/clear
2017-02-05 22:00:00,6.083333333333332,-1.2,1027.2,33,37.0,2.0,0.14697025333333336,0.0,Sunny/clear
2017-02-05 23:00:00,6.0,-1.5,1027.7,31,46.0,2.6,0.14673276666666668,0.0,Sunny/clear
2017-02-06 00:00:00,6.5,-1.1,1029.1,31,63.0,1.7,0.14649528,0.14649528,Sunny/clear
2017-02-06 01:00:00,8.25,0.6,1030.1,25,51.0,2.6,0.14533727666666668,0.0,Sunny/clear
2017-02-06 02:00:00,7.833333333333332,2.0,1030.2,19,66.0,3.8,0.14417927333333336,0.0,Sunny/clear
2017-02-06 03:00:00,6.416666666666668,3.0,1030.6,19,97.0,1.5,0.14302127,0.14302127,Sunny/clear
2017-02-06 04:00:00,5.583333333333332,3.6,1029.9,17,354.0,1.5,0.16848476333333334,0.0,Sunny/clear
2017-02-06 05:00:00,5.416666666666668,4.5,1028.6,17,243.0,1.3,0.19394825666666668,0.0,Sunny/clear
2017-02-06 06:00:00,5.666666666666668,3.8,1027.8,18,218.0,2.5,0.21941175,0.21941175,Sunny/clear
2017-02-06 07:00:00,7.5,3.6,1027.6,19,206.0,2.9,0.2314413133333333,0.0,Sunny/clear
2017-02-06 08:00:00,6.666666666666668,3.4,1027.9,20,238.0,3.0,0.2434708766666667,0.0,Sunny/clear
2017-02-06 09:00:00,11.083333333333336,2.7,1028.1,21,230.0,2.3,0.25550044,0.25550044,Sunny/clear
2017-02-06 10:00:00,15.5,1.6,1028.3,24,221.0,1.5,0.26500301,0.0,Sunny/clear
2017-02-06 11:00:00,20.83333333333333,0.7,1028.6,26,227.0,1.6,0.27450558,0.0,Sunny/clear
2017-02-06 12:00:00,28.25,0.7,1028.9,27,233.0,2.1,0.28400815,0.28400815,Sunny/clear
2017-02-06 13:00:00,33.416666666666664,0.2,1028.9,29,225.0,1.2,0.27646939333333337,0.0,Sunny/clear
2017-02-06 14:00:00,45.25,-0.2,1029.4,31,229.0,1.7,0.2689306366666667,0.0,Sunny/clear
2017-02-06 17:00:00,67.0,-1.7,1029.0,50,224.0,1.5,0.31445836,0.0,Sunny/clear
2017-02-06 18:00:00,69.75,-1.5,1028.6,51,214.0,1.7,0.34099159999999995,0.34099159999999995,Sunny/clear
2017-02-06 19:00:00,70.0,-1.6,1028.8,52,214.0,0.9,0.3947598333333333,0.0,Sunny/clear
2017-02-06 22:00:00,72.91666666666667,-1.2,1027.5,52,192.0,1.2,0.6180086133333333,0.0,Sunny/clear
2017-02-07 00:00:00,75.16666666666667,-1.2,1028.5,54,255.0,1.1,0.84943324,0.84943324,Sunny/clear
2017-02-07 01:00:00,78.66666666666667,-0.3,1028.6,51,230.0,1.4,0.9349219933333334,0.0,Haze
2017-02-07 02:00:00,72.33333333333333,0.5,1028.8,49,259.0,2.1,1.0204107466666668,0.0,Haze
2017-02-07 03:00:00,41.833333333333336,0.8,1028.6,52,144.0,1.6,1.1058995,1.1058995,Snow
2017-02-07 04:00:00,42.91666666666666,1.6,1028.0,45,168.0,2.0,1.1606918,0.0,Sunny/clear
2017-02-07 05:00:00,48.08333333333334,2.3,1027.0,38,197.0,2.2,1.2154840999999998,0.0,Sunny/clear
2017-02-07 06:00:00,52.83333333333334,2.4,1026.1,38,230.0,2.9,1.2702764,1.2702764,Sunny/clear
2017-02-07 07:00:00,57.0,3.0,1025.9,35,214.0,2.3,1.2000305999999998,0.0,Sunny/clear
2017-02-07 08:00:00,60.25,2.7,1025.5,37,226.0,2.8,1.1297848,0.0,Sunny/clear
2017-02-07 09:00:00,77.25,2.1,1025.6,37,255.0,1.6,1.059539,1.059539,Sunny/clear
2017-02-07 12:00:00,107.08333333333331,-0.5,1026.2,59,40.0,1.3,1.0172597,1.0172597,Haze
2017-02-07 13:00:00,113.25,-1.6,1026.2,63,46.0,0.9,1.012653466666667,0.0,Haze
2017-02-07 15:00:00,112.08333333333331,-2.7,1026.4,69,55.0,1.0,1.003441,1.003441,Haze
2017-02-07 17:00:00,109.66666666666669,-2.7,1026.6,68,51.0,0.6,1.0647206666666666,0.0,Haze
2017-02-07 19:00:00,108.25,-3.1,1026.1,72,59.0,1.1,1.0437403333333333,0.0,Haze
2017-02-07 20:00:00,101.25,-1.4,1025.5,62,359.0,2.2,0.9921201666666666,0.0,Haze
2017-02-07 21:00:00,76.91666666666667,-1.2,1025.8,62,37.0,2.3,0.9405,0.9405,Haze
2017-02-07 22:00:00,38.41666666666666,-0.3,1026.2,47,19.0,3.2,0.7461729,0.0,Haze
2017-02-07 23:00:00,15.25,-0.5,1027.1,37,27.0,3.1,0.5518457999999999,0.0,Sunny/clear
2017-02-08 00:00:00,9.75,-0.2,1027.9,28,13.0,4.7,0.3575187,0.3575187,Sunny/clear
2017-02-08 01:00:00,8.916666666666666,0.5,1028.1,27,355.0,3.6,0.2663205733333333,0.0,Sunny/clear
2017-02-08 02:00:00,9.416666666666666,1.0,1028.3,25,2.0,5.2,0.17512244666666665,0.0,Sunny/clear
2017-02-08 03:00:00,8.416666666666666,1.9,1028.0,25,343.0,4.7,0.08392432,0.08392432,Sunny/clear
2017-02-08 04:00:00,10.0,2.5,1027.2,22,335.0,4.9,0.10474418333333332,0.0,Sunny/clear
2017-02-08 06:00:00,12.25,3.5,1025.8,18,333.0,5.2,0.14638391,0.14638391,Sunny/clear
2017-02-08 07:00:00,12.166666666666664,3.5,1025.5,17,316.0,5.9,0.120313015,0.0,Sunny/clear
2017-02-08 08:00:00,12.666666666666664,3.3,1025.4,16,341.0,4.9,0.09424212,0.0,Sunny/clear
2017-02-08 09:00:00,11.333333333333336,2.3,1025.7,18,321.0,5.9,0.068171225,0.068171225,Sunny/clear
2017-02-08 11:00:00,10.25,0.0,1027.7,18,353.0,4.2,0.059497155,0.0,Sunny/clear
2017-02-08 12:00:00,10.166666666666666,-1.1,1028.3,20,1.0,4.8,0.05516012,0.05516012,Sunny/clear
2017-02-08 13:00:00,8.916666666666666,-1.7,1028.7,22,354.0,3.0,0.054414838333333326,0.0,Sunny/clear
2017-02-08 14:00:00,10.5,-2.0,1028.6,23,341.0,4.8,0.05366955666666666,0.0,Sunny/clear
2017-02-09 01:00:00,5.666666666666668,-2.1,1026.2,22,339.0,4.1,0.06643508,0.0,Sunny/clear
2017-02-09 02:00:00,5.75,-1.2,1026.3,20,317.0,4.3,0.06781018999999999,0.0,Sunny/clear
2017-02-09 04:00:00,6.416666666666668,1.0,1024.7,16,350.0,5.1,0.06804775666666668,0.0,Sunny/clear
2017-02-09 07:00:00,7.666666666666668,2.4,1022.4,14,314.0,6.0,0.06227945466666668,0.0,Sunny/clear
2017-02-09 08:00:00,6.916666666666668,2.4,1022.3,13,330.0,5.4,0.05878623933333334,0.0,Sunny/clear
2017-02-09 09:00:00,6.833333333333332,1.7,1022.4,14,328.0,5.3,0.055293024,0.055293024,Sunny/clear
2017-02-09 10:00:00,6.0,0.7,1023.0,16,353.0,4.6,0.053285778000000006,0.0,Sunny/clear
2017-02-09 11:00:00,6.666666666666668,0.0,1023.5,17,353.0,4.7,0.051278532,0.0,Sunny/clear
2017-02-09 12:00:00,7.333333333333332,-0.6,1023.9,19,0.0,3.6,0.049271286,0.049271286,Sunny/clear
2017-02-09 13:00:00,7.416666666666668,-0.8,1024.4,19,335.0,2.0,0.047596618999999986,0.0,Sunny/clear
2017-02-09 14:00:00,6.5,-1.1,1024.4,22,339.0,4.2,0.045921952,0.0,Sunny/clear
2017-02-09 15:00:00,5.666666666666668,-1.2,1024.3,23,339.0,4.7,0.044247285,0.044247285,Sunny/clear
2017-02-09 16:00:00,5.583333333333332,-1.5,1024.3,24,345.0,3.4,0.04329194766666666,0.0,Sunny/clear
2017-02-09 17:00:00,6.166666666666668,-1.6,1024.2,23,336.0,3.1,0.04233661033333333,0.0,Sunny/clear
2017-02-09 18:00:00,6.583333333333332,-1.7,1024.8,22,335.0,3.1,0.041381273,0.041381273,Sunny/clear
2017-02-09 19:00:00,6.0,-1.8,1024.8,20,341.0,4.1,0.041451887333333326,0.0,Sunny/clear
2017-02-09 20:00:00,4.75,-2.1,1025.0,20,342.0,3.1,0.04152250166666666,0.0,Sunny/clear
2017-02-09 21:00:00,4.916666666666667,-2.3,1025.5,20,352.0,4.9,0.041593116,0.041593116,Sunny/clear
2017-02-09 22:00:00,4.666666666666667,-2.6,1025.6,20,346.0,4.1,0.04313096666666666,0.0,Sunny/clear
2017-02-09 23:00:00,4.666666666666667,-2.9,1026.2,20,341.0,4.3,0.04466881733333333,0.0,Sunny/clear
2017-02-10 00:00:00,6.25,-2.7,1027.2,19,350.0,5.2,0.046206668,0.046206668,Sunny/clear
2017-02-10 01:00:00,6.083333333333332,-1.7,1027.6,19,349.0,4.1,0.05443571,0.0,Sunny/clear
2017-02-10 02:00:00,6.666666666666668,-0.6,1027.6,17,14.0,4.5,0.062664752,0.0,Sunny/clear
2017-02-10 03:00:00,6.083333333333332,1.0,1027.2,15,347.0,5.2,0.07089379400000001,0.07089379400000001,Sunny/clear
2017-02-10 04:00:00,6.166666666666668,2.3,1026.5,14,345.0,5.2,0.078706496,0.0,Sunny/clear
2017-02-10 05:00:00,6.916666666666668,3.3,1025.6,14,323.0,4.7,0.08651919799999999,0.0,Sunny/clear
2017-02-10 06:00:00,6.0,4.2,1024.6,12,334.0,4.4,0.0943319,0.0943319,Sunny/clear
2017-02-10 07:00:00,7.083333333333332,4.9,1024.0,12,338.0,4.1,0.08059834666666665,0.0,Rain
2017-02-10 08:00:00,6.833333333333332,5.1,1023.5,12,325.0,4.7,0.06686479333333334,0.0,Rain
2017-02-10 09:00:00,6.416666666666668,4.7,1023.9,11,337.0,4.4,0.05313124,0.05313124,Sunny/clear
2017-02-10 10:00:00,6.416666666666668,3.9,1024.2,13,338.0,3.6,0.05001743533333333,0.0,Sunny/clear
2017-02-10 11:00:00,7.333333333333332,3.5,1024.5,13,344.0,3.4,0.04690363066666667,0.0,Sunny/clear
2017-02-10 12:00:00,11.333333333333336,2.6,1025.0,14,337.0,2.0,0.043789826,0.043789826,Sunny/clear
2017-02-10 14:00:00,15.416666666666664,-1.4,1025.5,21,71.0,1.3,0.04351558,0.0,Sunny/clear
2017-02-10 15:00:00,18.75,-2.4,1025.6,23,295.0,0.6,0.043378457,0.043378457,Sunny/clear
2017-02-10 16:00:00,18.666666666666668,-2.3,1025.8,23,322.0,0.9,0.043476447333333335,0.0,Sunny/clear
2017-02-10 17:00:00,17.25,-2.6,1025.9,25,309.0,1.2,0.04357443766666667,0.0,Sunny/clear
2017-02-10 18:00:00,16.25,-4.7,1026.1,31,305.0,0.9,0.043672428,0.043672428,Sunny/clear
2017-02-10 21:00:00,18.416666666666668,-6.8,1025.5,42,297.0,0.6,0.043569908,0.043569908,Sunny/clear
2017-02-11 00:00:00,18.666666666666668,-4.2,1026.1,42,83.0,1.0,0.044395138,0.044395138,Sunny/clear
2017-02-11 01:00:00,25.16666666666667,1.0,1026.2,24,71.0,1.6,0.05524742866666667,0.0,Sunny/clear
2017-02-11 02:00:00,23.08333333333333,3.7,1026.2,20,12.0,2.4,0.06609971933333332,0.0,Sunny/clear
2017-02-11 03:00:00,20.83333333333333,4.8,1025.8,19,53.0,1.9,0.07695201,0.07695201,Sunny/clear
2017-02-11 04:00:00,16.916666666666668,6.4,1024.7,18,85.0,1.8,0.07484257666666667,0.0,Sunny/clear
2017-02-11 05:00:00,15.166666666666664,8.2,1023.5,16,274.0,1.4,0.07273314333333332,0.0,Sunny/clear
2017-02-11 06:00:00,15.083333333333336,8.2,1022.6,16,210.0,3.5,0.07062371,0.07062371,Sunny/clear
2017-02-11 07:00:00,19.416666666666668,8.8,1022.3,15,175.0,2.3,0.06597515000000001,0.0,Sunny/clear
2017-02-11 08:00:00,28.75,8.9,1022.2,13,237.0,2.4,0.06132659,0.0,Sunny/clear
2017-02-11 09:00:00,43.08333333333334,7.7,1021.9,14,218.0,3.2,0.05667803,0.05667803,Sunny/clear
2017-02-11 10:00:00,51.91666666666666,5.6,1022.4,16,226.0,2.2,0.06103026,0.0,Sunny/clear
2017-02-11 11:00:00,65.33333333333333,3.5,1022.9,20,163.0,0.6,0.06538249,0.0,Sunny/clear
2017-02-11 12:00:00,118.33333333333331,2.4,1023.0,22,207.0,1.1,0.06973472,0.06973472,Sunny/clear
2017-02-11 13:00:00,155.08333333333334,0.2,1023.6,26,217.0,1.2,0.07557921333333334,0.0,Haze
2017-02-11 14:00:00,179.66666666666663,0.8,1023.9,26,108.0,1.2,0.08142370666666666,0.0,Haze
2017-02-11 15:00:00,250.3333333333333,-1.9,1023.6,34,64.0,1.1,0.0872682,0.0872682,Haze
2017-02-11 16:00:00,224.0833333333333,-3.2,1023.9,40,37.0,0.4,0.09216614666666667,0.0,Haze
2017-02-11 17:00:00,171.5,-2.9,1023.5,40,71.0,1.2,0.09706409333333334,0.0,Haze
2017-02-11 18:00:00,165.16666666666666,-4.3,1023.7,45,48.0,0.3,0.10196204,0.10196204,Haze
2017-02-11 19:00:00,143.91666666666666,-4.2,1023.2,46,80.0,1.2,0.10469289666666667,0.0,Haze
2017-02-11 20:00:00,102.91666666666669,-4.0,1023.3,45,64.0,1.5,0.10742375333333333,0.0,Haze
2017-02-11 21:00:00,76.41666666666667,-3.4,1023.2,41,42.0,1.7,0.11015461,0.11015461,Haze
2017-02-11 22:00:00,63.16666666666666,-3.8,1023.5,42,77.0,1.4,0.10920414833333332,0.0,Haze
2017-02-11 23:00:00,60.41666666666666,-3.8,1024.0,43,66.0,1.5,0.10825368666666664,0.0,Haze
2017-02-12 00:00:00,76.91666666666667,-3.3,1024.2,46,53.0,1.3,0.107303225,0.107303225,Haze
2017-02-12 01:00:00,99.5,-0.6,1024.4,43,51.0,3.1,0.12677994999999995,0.0,Haze
2017-02-12 02:00:00,109.75,1.5,1024.3,42,65.0,3.2,0.14625667499999995,0.0,Haze
2017-02-12 03:00:00,113.58333333333331,3.6,1024.1,34,49.0,2.0,0.16573339999999998,0.16573339999999998,Haze
2017-02-12 04:00:00,96.5,5.6,1023.3,25,93.0,1.5,0.17737940666666666,0.0,Haze
2017-02-12 05:00:00,106.08333333333331,7.1,1022.3,21,150.0,1.2,0.1890254133333333,0.0,Haze
2017-02-12 06:00:00,109.33333333333331,8.5,1021.4,20,129.0,1.2,0.20067142,0.20067142,Haze
2017-02-12 07:00:00,104.33333333333331,9.8,1021.0,18,172.0,2.0,0.20113286,0.0,Haze
2017-02-12 08:00:00,99.25,10.1,1020.9,20,198.0,1.5,0.2015943,0.0,Haze
2017-02-12 09:00:00,97.41666666666669,9.0,1021.1,22,206.0,1.8,0.20205574,0.20205574,Haze
2017-02-12 10:00:00,105.08333333333331,6.9,1021.4,27,175.0,1.2,0.20962763666666667,0.0,Haze
2017-02-12 11:00:00,90.41666666666669,4.7,1021.9,29,211.0,1.3,0.2171995333333333,0.0,Haze
2017-02-12 12:00:00,113.08333333333331,3.6,1022.0,29,204.0,1.2,0.22477143,0.22477143,Haze
2017-02-12 13:00:00,128.25,0.9,1022.4,38,62.0,0.7,0.24482240666666666,0.0,Haze
2017-02-12 14:00:00,135.41666666666666,-0.8,1022.8,45,50.0,0.9,0.2648733833333333,0.0,Haze
